id;N. PG Atto;Anno PG Atto;Classificazione incarico;Descrizione incarico;Data inizio incarico;Data fine incarico;Durata incarico (gg);Compenso previsto (Euro);Struttura conferente;Responsabile della struttura conferente
428;132265;2016;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-05-16;2016-06-16;;796.15;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
431;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
432;158041;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-11-06;2015-06-24;6;891.36;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
437;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
438;132265;2016;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-05-16;2016-06-16;;796.15;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
443;132265;2016;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-05-16;2016-06-16;;796.15;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
448;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
450;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
456;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
458;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
461;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
465;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
468;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
469;226391;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
475;222629;2018;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-06-20;2018-06-20;1;99.04;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
486;289721;2018;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-01-10;2018-12-20;;1719.46;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
487;272758;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-06-17;2021-06-22;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
490;272758;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-09-09;2021-09-16;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
491;602005;2024;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
494;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
498;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
500;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
503;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
505;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
506;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
514;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
521;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
522;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
524;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
525;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
526;602005;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-10-09;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
533;172044;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-06-21;2016-06-24;3;445.68;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
535;172044;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-06-13;2016-06-17;3;445.68;AREA PERSONALE E ORGANIZZAZIONE;
538;662684;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-09-30;2024-12-23;;1750.0;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
548;239707;2015;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-10-16;2015-12-10;;854.4;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DOTT. FRANCO CHIARINI
